hotel_name,rating,title,content
Econo Lodge Inn Suites,4,One of the nicest Econo Lodges I've seen. Friendly staff,"Yes, it's still an EconoLodge but well kept up. Indoor Pool, sauna, pool table, laundry, fridge, microwave, etc. they even have a breakfast that's not too bad, waffles, cereal, juice, the usual. It's a little hidden away with a couple of other hotels maybe 5 minutes drive off the freeway. You probably see it fom the freeway but. . .... More"
Quality Inn Suites,2,Really Gone Downhill,"I stayed here a few years back, and it was pretty nice. Not fancy, but overall very good. Wow, what a difference a couple of years makes. Must have new management or something. First off, the cable was out (all but 1 channel). Not a huge deal for me, but was told other rooms had cable, so I switched. The... More"
Quality Inn Suites,1,"""Quality"" Inn",Awkward and inefficient front desk staff. Worst check in I've experienced. Hotel is dirty and room smelt like a wet dog. Fire alarm cords hanging from ceiling (with no alarm) and plastic cup secured over fire sprinkler.
Quality Inn Suites,5,Mission Trip,With a group to tell others about the love of Jesus Christ! Sleep well and great breakfast!
Stonersville Hotel,4,Comfortable Setting and Good Food,"Every time we come here, we always enjoy a nice comfortable meal and our server, Bobbie, who always makes great recommendations. Burgers, sandwiches, fish and salads. Whatever they do, it's always good. We are regulars!"
Best Western Plus Deridder Inn & Suites,4,"Best Western DeRidder, Louisiana is a great place to stay","We stayed at Best Western in DeRidder, LA as a group with a baseball team for a tournament. It was a nice place to stay and convenient location to where we needed to go. The rooms were clean and comfortable. The staff was really helpful and nice."
Super 8 Crawfordsville,1,Bad experience!,"This was a horrible stay. The hotel was run down and dirty. We were not able to get to our reserved king room because supposedly the battery in the door was going bad and couldn't get in after going back to the office 3times. We were finally given a room with double bed. We would have gone elsewhere but ther were no vacanicies in the town. When arriving after driving for hours we were told there was no restroom to use and then trying to get into our room with no success, we ended up going to a restaurant next door. We will never go to the Super 8 in Crawfordsville again. When we told them we were unhappy with a room with a double bed, we were told you wont be able to do anything since you didn't go through them directly (since we booked through hotels.com)"
Super 8 Crawfordsville,2,Our room was sub-standard. Two of the four lights didn't...,"Our room was sub-standard. Two of the four lights didn't work. The bath tub and sink needed to be cleaned. They both drained VERY slowly. While showering you had to stand in water up to your ankles. The fitted sheet was on the bed inside out... certainly hope that they didn't turn it over, rather than wash it before our... More"
Super 8 Crawfordsville,2,You get what you pay for !,"The price of the room says it all. It is a cheap hotel room. Clean and OK to stay for a single night when you want a cheap hotel to come in late and stay overnight and get up early and leave. However, the only real big problem with the place is the smell of cigarette smoke that permeates the room!!! It is unbelievable. DO NOT turn on the fan in the bathroom and bring an air freshener. With the LOUD air conditioner on, the room becomes air becomes equalized enough to sleep there. You have been warned !"
Super 8 Crawfordsville,3,Location was good.,"Booked a room at the Super 8, had roof leak so was sent across to Ramada, same owners."
Super 8 Crawfordsville,4,"Close to Waynetown, Indiana (10 miles).","After reading terrible reviews, dated a year ago, I was pleasantly surprised that renovations at this motel were complete. My room and bath were clean and new. The bedding was clean and pleasant smelling. The airconditioning was life saving. Check in and check out were as easy as ABC. The cost for a solo guest was well worth the charge. The complimentary breakfast was eye opening. I would not hesitate to stay here again since Waynetown, Indiana does not have a motel."
Super 8 Crawfordsville,3,Mayo Visit,"We have stayed at this property several times during trips we made between Des Moines, IA and Richmond, KY before moving to Richmond in Dec. 2013. The is an older property which, we think, needs to be upgraded. The appearance shows wear however, our room was clean and quiet for a property located on a busy in town highway. The... More"
Super 8 Crawfordsville,2,Worst place we stayed on our trip,"it was the last night of a 12 day, 12 state motorcycle vacation. Really just looking for a clean place after a long, long day. The place was musty smelling when we walked in, the sheets looked as if they had been washed, but still had a dirty quality, the bathtub needed a good scouring, just in total, not clean... More"
Best Western Cantebury Inn & Suites,2,OLD !,"We've stayed here many times over the years. Its going down hill fast. The new management only see . My wife almost stepped off into a large hole in the front of the building while looking at the construction. (LARGE, DEEP hole, not a pothole.) No barricade. OSHA would fine the hect out of the contractor should they see it.... More"
Best Western Cantebury Inn & Suites,2,Don't accept a smoking room...,"Asked for poolside room, non smoking... they gave me and my kids, two of whom have asthma, a smoking room. We were also charged 20 more than the previous stay for a much worse room. The room was clean but smelled terrible. The entire hallway smelled bad but the room was much worse. We will not be back. My advice... More"
Best Western Plus Lake County Inn & Suites,4,Decent stay,"Great service ,good hot breakfast! My family and I were in town for my grandfather's funeral. The staff were very sincere and accommodated us to the best of their ability. Overall, the hotel and staff were great."
